EFORSCDCID,ReportingState,ReportingCounty,FirstIll,LastIll,FirstExposure,LastExposure,Illnesses,Hospitalizations,Deaths,Genus1,Genus2,Genus3,Genus4,Genus5,Genus6,Species1,Species2,Species3,Species4,Species5,Species6,Serotype1,Serotype2,Serotype3,Serotype4,Serotype5,Serotype6,Confirmed1,Confirmed2,Confirmed3,Confirmed4,Confirmed5,Confirmed6,WhereEaten1,WhereEaten2,WhereEaten3,WhereEaten4,WhereEaten5,WhereEaten6,WhereEaten7,CommodityGroup
8741,Colorado,Broomfield,2004-08-07T00:00:00Z,,2004-08-07T00:00:00Z,2004-08-08T00:00:00Z,15,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,>1 commodity
8744,California,Orange,2004-02-08T00:00:00Z,,2004-02-08T00:00:00Z,2004-02-08T00:00:00Z,9,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,Unknown
8747,California,Orange,2004-05-27T00:00:00Z,,2004-05-26T00:00:00Z,2004-06-01T00:00:00Z,8,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8750,Illinois,St. Clair,2004-11-21T00:00:00Z,,2004-11-20T00:00:00Z,2004-11-20T00:00:00Z,12,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8751,Illinois,DuPage,2004-11-21T00:00:00Z,,2004-11-20T00:00:00Z,2004-11-21T00:00:00Z,15,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8752,Connecticut,Litchfield,2004-11-09T00:00:00Z,,2004-11-08T00:00:00Z,2004-11-14T00:00:00Z,92,1,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Camp,,,,,,,Vine
8754,Illinois,Cook,2004-11-24T00:00:00Z,,2004-11-24T00:00:00Z,2004-11-24T00:00:00Z,6,0,0,Staphylococcus,,,,,,aureus,,,,,,,,,,,,1,.,.,.,.,.,School,,,,,,,>1 commodity
8755,Florida,Hillsborough,2004-10-22T00:00:00Z,,2004-10-21T00:00:00Z,2004-10-21T00:00:00Z,66,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Leafy
8758,Georgia,Cobb,2004-11-16T00:00:00Z,,2004-11-16T00:00:00Z,2004-11-16T00:00:00Z,12,0,0,Other chemical,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,>1 commodity
8761,Michigan,Washtenaw,2004-04-01T00:00:00Z,,2004-04-01T00:00:00Z,2004-04-01T00:00:00Z,9,3,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Unknown
8769,Florida,Orange,2001-11-10T00:00:00Z,,2001-11-11T00:00:00Z,2004-11-14T00:00:00Z,58,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8772,Florida,Brevard,2001-02-18T00:00:00Z,,2001-02-18T00:00:00Z,2001-02-18T00:00:00Z,6,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Poultry
8773,Michigan,Macomb,2004-03-04T00:00:00Z,,2004-03-13T00:00:00Z,2004-03-19T00:00:00Z,6,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8774,Florida,Collier,2004-11-13T00:00:00Z,,2004-11-12T00:00:00Z,2004-11-12T00:00:00Z,43,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
8779,Utah,,2004-06-29T00:00:00Z,2004-07-01T00:00:00Z,2004-06-28T00:00:00Z,2004-07-02T00:00:00Z,90,0,0,Calicivirus,Calicivirus,,,,,norovirus,norovirus,,,,,"Genogroup II (GII) , non typeable by GII probes","Genogroup I (GI), non typeable by GI probes",,,,,1,1,.,.,.,.,Other,Camp,,,,,,>1 commodity
8780,California,Los Angeles,2004-08-23T00:00:00Z,,2004-08-22T00:00:00Z,2004-08-22T00:00:00Z,19,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Camp,,,,,,,Unknown
8783,Michigan,St. Joseph,2004-07-07T00:00:00Z,,2004-07-07T00:00:00Z,2004-07-07T00:00:00Z,148,0,0,Calicivirus,,,,,,norovirus,,,,,,GI / Norwalk cluster,,,,,,1,.,.,.,.,.,Camp,,,,,,,Unknown
8784,Michigan,Berrien,2004-02-27T00:00:00Z,,2004-02-26T00:00:00Z,2004-02-27T00:00:00Z,55,0,0,Calicivirus,,,,,,norovirus,,,,,,GI / Norwalk cluster,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
8786,Michigan,Barry,2004-03-24T00:00:00Z,,,,10,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Camp,,,,,,,Unknown
8788,Michigan,Kent,2004-06-06T00:00:00Z,,2004-06-05T00:00:00Z,2004-06-05T00:00:00Z,7,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8790,Michigan,Kent,2004-04-28T00:00:00Z,,2004-04-26T00:00:00Z,2004-04-26T00:00:00Z,10,1,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Leafy
8798,Michigan,Muskegon,2004-02-25T00:00:00Z,,2004-02-22T00:00:00Z,2004-03-04T00:00:00Z,11,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8799,Michigan,Oakland,2004-04-25T00:00:00Z,,,,20,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Camp,,,,,,,Unknown
8800,Michigan,Oakland,2004-04-11T00:00:00Z,,2004-04-11T00:00:00Z,2004-04-11T00:00:00Z,8,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8801,Michigan,Oakland,2004-03-28T00:00:00Z,,2004-03-27T00:00:00Z,2004-03-27T00:00:00Z,41,0,0,Calicivirus,,,,,,norovirus,,,,,,GI / Norwalk cluster,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8802,Michigan,Oakland,2004-02-20T00:00:00Z,,2004-02-20T00:00:00Z,2004-02-25T00:00:00Z,8,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,Restaurant (unknown type),,,,,,Unknown
8803,Michigan,Oakland,2004-02-15T00:00:00Z,,2004-02-14T00:00:00Z,2004-02-14T00:00:00Z,11,1,0,Calicivirus,,,,,,norovirus,,,,,,GI / Norwalk cluster,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8804,Michigan,Oakland,2004-05-01T00:00:00Z,,2004-05-01T00:00:00Z,2004-05-01T00:00:00Z,10,0,0,Calicivirus,,,,,,norovirus,,,,,,GI / Norwalk cluster,,,,,,1,.,.,.,.,.,Restaurant (unknown type),Private home,,,,,,>1 commodity
8805,Michigan,Oakland,2004-01-20T00:00:00Z,,2004-01-19T00:00:00Z,2004-01-20T00:00:00Z,7,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8806,Michigan,Charlevoix,2004-01-26T00:00:00Z,,,,27,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
8809,Michigan,Antrim,2004-03-17T00:00:00Z,,2004-03-16T00:00:00Z,2004-03-16T00:00:00Z,12,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,Unknown
8810,Michigan,Marquette,2004-03-30T00:00:00Z,,2004-03-30T00:00:00Z,2004-03-30T00:00:00Z,19,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8811,Michigan,Wayne,2004-10-08T00:00:00Z,,2004-10-08T00:00:00Z,2004-10-09T00:00:00Z,6,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8816,Mississippi,Hinds,2004-10-14T00:00:00Z,,2004-10-01T00:00:00Z,,20,12,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Unknown,,,,,,,>1 commodity
8817,Colorado,Arapahoe,2004-04-06T00:00:00Z,,2004-04-04T00:00:00Z,2004-04-14T00:00:00Z,49,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Nursing home,,,,,,,Unknown
8818,Arizona,Maricopa,2004-04-02T00:00:00Z,,2004-04-01T00:00:00Z,2004-04-01T00:00:00Z,6,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Hospital,,,,,,,>1 commodity
8819,Colorado,Denver,2004-08-10T00:00:00Z,,2004-08-09T00:00:00Z,2004-08-09T00:00:00Z,15,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Picnic,,,,,,,Unknown
8820,Arizona,,2004-06-15T00:00:00Z,,2004-06-13T00:00:00Z,2004-06-28T00:00:00Z,18,1,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8823,California,Sacramento,2004-08-28T00:00:00Z,,2004-08-26T00:00:00Z,2004-08-27T00:00:00Z,8,5,0,Escherichia,,,,,,"coli, Shiga toxin-producing",,,,,,O157:H7,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8824,California,Tuolumne,2004-08-25T00:00:00Z,,2004-08-24T00:00:00Z,,12,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8825,California,Los Angeles,2004-07-04T00:00:00Z,,2004-07-03T00:00:00Z,2004-07-04T00:00:00Z,26,3,0,Salmonella,,,,,,enterica,,,,,,Anatum,,,,,,1,.,.,.,.,.,Private home,,,,,,,>1 commodity
8826,Illinois,Cook,2004-12-02T00:00:00Z,,2004-12-01T00:00:00Z,2004-12-01T00:00:00Z,17,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,>1 commodity
8827,Illinois,Cook,2004-12-03T00:00:00Z,,2004-12-02T00:00:00Z,2004-12-02T00:00:00Z,43,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,>1 commodity
8828,Oregon,Marion,2004-02-17T00:00:00Z,,2004-02-16T00:00:00Z,,11,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8830,North Dakota,Ward,2004-11-27T00:00:00Z,,2004-11-27T00:00:00Z,2004-11-27T00:00:00Z,15,1,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
8831,Illinois,McHenry,2004-12-05T00:00:00Z,,2004-12-04T00:00:00Z,2004-12-04T00:00:00Z,39,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),Other,,,,,,Unknown
8832,Pennsylvania,Westmoreland,2004-09-11T00:00:00Z,,2004-09-11T00:00:00Z,2004-09-11T00:00:00Z,32,3,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Other,Private home,,,,,,Unknown
8834,Connecticut,Fairfield,2004-12-04T00:00:00Z,,2004-12-04T00:00:00Z,2004-12-04T00:00:00Z,17,1,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8835,Wisconsin,Milwaukee,2004-11-09T00:00:00Z,,2004-11-08T00:00:00Z,2004-11-10T00:00:00Z,20,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,Restaurant (unknown type),,,,,,Unknown
8836,Texas,Harris,2004-11-13T00:00:00Z,,2004-11-12T00:00:00Z,2004-11-12T00:00:00Z,21,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Hospital,,,,,,,>1 commodity
8837,North Carolina,Harnett,2004-09-26T00:00:00Z,,2004-09-26T00:00:00Z,2004-09-26T00:00:00Z,30,14,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Religious location (church/temple),,,,,,,Pork
8838,North Carolina,Buncombe,2004-08-03T00:00:00Z,,2004-08-02T00:00:00Z,2004-08-08T00:00:00Z,6,1,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8839,North Carolina,Lincoln,2004-06-22T00:00:00Z,,2004-06-20T00:00:00Z,2004-06-20T00:00:00Z,14,2,0,Salmonella,,,,,,enterica,,,,,,Javiana,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8840,Arizona,Maricopa,2004-04-21T00:00:00Z,,2004-04-21T00:00:00Z,2004-04-21T00:00:00Z,7,,,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
8841,Minnesota,Hennepin,2004-12-07T00:00:00Z,,2004-12-06T00:00:00Z,2004-12-07T00:00:00Z,50,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8842,Wisconsin,Columbia,2004-12-11T00:00:00Z,,2004-12-10T00:00:00Z,2004-12-10T00:00:00Z,47,3,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Religious location (church/temple),,,,,,,Vine
8844,Tennessee,Cumberland,2004-12-12T00:00:00Z,,2004-12-11T00:00:00Z,2004-12-12T00:00:00Z,30,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Religious location (church/temple),,,,,,,Unknown
8845,Georgia,Gwinnett,2004-12-10T00:00:00Z,,2004-12-10T00:00:00Z,2004-12-10T00:00:00Z,7,0,0,Other chemical,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,Unknown
8846,Georgia,Glascock,2004-10-01T00:00:00Z,,2004-10-01T00:00:00Z,2004-10-01T00:00:00Z,8,2,0,Other chemical,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,>1 commodity
8847,Oregon,Clackamas,2004-07-09T00:00:00Z,,2004-07-01T00:00:00Z,,25,3,2,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Nursing home,,,,,,,Unknown
8848,North Carolina,Bertie,2004-09-27T00:00:00Z,,2004-09-26T00:00:00Z,2004-09-26T00:00:00Z,24,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Religious location (church/temple),,,,,,,Unknown
8849,Pennsylvania,,2003-12-21T00:00:00Z,,2003-12-21T00:00:00Z,2003-12-21T00:00:00Z,7,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,Unknown
8852,Ohio,Miami,2003-06-27T00:00:00Z,,2003-06-24T00:00:00Z,2003-06-29T00:00:00Z,93,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Religious location (church/temple),Camp,,,,,,Unknown
8854,North Dakota,Bottineau,2004-11-30T00:00:00Z,,2004-11-29T00:00:00Z,2004-11-29T00:00:00Z,11,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8855,Oregon,Lane,2004-12-12T00:00:00Z,,2004-12-10T00:00:00Z,2004-12-10T00:00:00Z,20,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Fruits-Nuts
8856,Pennsylvania,Jefferson,2003-12-05T00:00:00Z,,2003-12-02T00:00:00Z,2003-12-03T00:00:00Z,6,2,0,Salmonella,,,,,,enterica,,,,,,Heidelberg,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8857,Pennsylvania,Adams,2004-02-17T00:00:00Z,,,,22,0,6,Rotavirus,,,,,,,,,,,,,,,,,,1,.,.,.,.,.,Nursing home,,,,,,,Unknown
8858,Illinois,Will,2004-12-12T00:00:00Z,,2004-12-12T00:00:00Z,2004-12-18T00:00:00Z,78,4,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8859,Illinois,Will,2004-12-11T00:00:00Z,,2004-12-11T00:00:00Z,2004-12-11T00:00:00Z,65,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8860,Wisconsin,Milwaukee,2004-12-15T00:00:00Z,,2004-12-15T00:00:00Z,2004-12-16T00:00:00Z,34,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,0,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Poultry
8861,Wisconsin,Taylor,2004-11-14T00:00:00Z,,2004-11-12T00:00:00Z,2004-11-14T00:00:00Z,19,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,>1 commodity
8862,Iowa,Buena Vista,2004-05-31T00:00:00Z,,2004-05-30T00:00:00Z,2004-05-30T00:00:00Z,15,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,Poultry
8865,Florida,Hillsborough,2004-11-07T00:00:00Z,,2004-11-06T00:00:00Z,2004-11-06T00:00:00Z,26,,,Salmonella,,,,,,enterica,,,,,,Unspecified,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Root
8866,Florida,Hillsborough,2004-11-13T00:00:00Z,,2004-11-12T00:00:00Z,2004-11-12T00:00:00Z,16,,,Salmonella,,,,,,enterica,,,,,,Unspecified,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Root
8867,Illinois,DuPage,2004-12-09T00:00:00Z,,2004-12-08T00:00:00Z,2004-12-08T00:00:00Z,19,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Unknown
8868,Illinois,McHenry,2004-12-12T00:00:00Z,,2004-12-11T00:00:00Z,2004-12-11T00:00:00Z,8,,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Private home,Camp,,,,,,>1 commodity
8869,Wisconsin,Racine,2004-12-19T00:00:00Z,,2004-12-18T00:00:00Z,2004-12-18T00:00:00Z,103,1,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8870,Oregon,Klamath,2004-11-20T00:00:00Z,,2004-11-20T00:00:00Z,2004-11-20T00:00:00Z,23,0,0,Bacillus,Clostridium,,,,,cereus,perfringens,,,,,,,,,,,0,0,.,.,.,.,Other,,,,,,,Unknown
8871,Oregon,Marion,2004-11-15T00:00:00Z,,2004-11-13T00:00:00Z,2004-11-13T00:00:00Z,8,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8872,Oregon,Clatsop,2004-07-04T00:00:00Z,,,,22,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Unknown,,,,,,,Unknown
8875,Georgia,Bulloch,2004-12-15T00:00:00Z,,,,70,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,Unknown
8876,Oregon,Lincoln,2004-12-11T00:00:00Z,,,,10,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8877,Tennessee,Knox,2004-11-23T00:00:00Z,,2004-11-11T00:00:00Z,2004-11-11T00:00:00Z,6,0,0,Giardia,,,,,,lamblia,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,>1 commodity
8878,Tennessee,Davidson,2004-12-05T00:00:00Z,,2004-11-20T00:00:00Z,2004-12-17T00:00:00Z,6,0,0,Yersinia,,,,,,enterocolitica,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Pork
8882,New Hampshire,Cheshire,2004-12-16T00:00:00Z,,2004-12-15T00:00:00Z,2004-12-15T00:00:00Z,10,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,>1 commodity
8883,New York,Albany,2004-06-18T00:00:00Z,,2004-06-18T00:00:00Z,2004-06-18T00:00:00Z,46,0,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,1,.,.,.,.,.,Picnic,,,,,,,>1 commodity
8884,New York,Chemung,2004-10-02T00:00:00Z,,2004-09-26T00:00:00Z,2004-10-10T00:00:00Z,11,2,1,Hepatitis,,,,,,A,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8885,Wisconsin,Dane,2004-11-17T00:00:00Z,,2004-11-16T00:00:00Z,2004-11-17T00:00:00Z,93,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
8886,Tennessee,Hardeman,2004-11-18T00:00:00Z,,2004-11-17T00:00:00Z,2004-11-17T00:00:00Z,36,0,0,Staphylococcus,,,,,,aureus,,,,,,,,,,,,1,.,.,.,.,.,Religious location (church/temple),,,,,,,Poultry
8888,Mississippi,Warren,2004-12-08T00:00:00Z,,2004-12-08T00:00:00Z,2004-12-08T00:00:00Z,35,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8890,Ohio,Marion,2003-08-16T00:00:00Z,,2003-08-15T00:00:00Z,2003-08-16T00:00:00Z,13,3,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8891,Ohio,Allen,2003-08-25T00:00:00Z,,2003-08-25T00:00:00Z,2003-08-25T00:00:00Z,11,0,0,Bacillus,,,,,,cereus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8892,Ohio,Summit,2003-03-20T00:00:00Z,,2003-03-19T00:00:00Z,2003-03-19T00:00:00Z,27,1,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8893,Oregon,Jackson,2004-12-18T00:00:00Z,,2004-12-17T00:00:00Z,2004-12-17T00:00:00Z,6,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8894,Oregon,Lane,2004-11-15T00:00:00Z,,2004-11-15T00:00:00Z,2004-11-16T00:00:00Z,6,0,0,Staphylococcus,,,,,,aureus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8898,Ohio,Muskingum,2003-02-26T00:00:00Z,,2003-02-26T00:00:00Z,2003-02-26T00:00:00Z,7,0,0,Other chemical,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,>1 commodity
8900,Missouri,Jackson,2004-01-26T00:00:00Z,,2004-01-24T00:00:00Z,2004-01-26T00:00:00Z,50,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8902,Missouri,St. Louis City,2004-02-20T00:00:00Z,,2004-02-19T00:00:00Z,2004-02-20T00:00:00Z,21,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
8905,Florida,Pasco,2004-12-20T00:00:00Z,,2004-12-19T00:00:00Z,2004-12-19T00:00:00Z,12,1,,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Other,,,,,,,>1 commodity
8906,Ohio,Lorain,2003-05-07T00:00:00Z,,2003-05-06T00:00:00Z,2003-05-06T00:00:00Z,13,,,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8907,Connecticut,Fairfield,2004-12-18T00:00:00Z,,2004-12-17T00:00:00Z,2004-12-17T00:00:00Z,6,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8908,New York,Nassau,2004-12-06T00:00:00Z,,2004-12-05T00:00:00Z,2004-12-05T00:00:00Z,20,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8909,Colorado,El Paso,2004-08-07T00:00:00Z,,2004-08-06T00:00:00Z,2004-08-06T00:00:00Z,8,0,0,Salmonella,,,,,,enterica,,,,,,Infantis,,,,,,1,.,.,.,.,.,Picnic,,,,,,,Unknown
8910,Minnesota,Hennepin,2004-12-18T00:00:00Z,,2004-12-17T00:00:00Z,2004-12-17T00:00:00Z,43,0,0,Bacillus,,,,,,cereus,,,,,,,,,,,,0,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Poultry
8911,Minnesota,Ramsey,2004-12-20T00:00:00Z,,2004-12-19T00:00:00Z,2004-12-20T00:00:00Z,8,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8913,Tennessee,Tipton,2004-12-29T00:00:00Z,,2004-12-28T00:00:00Z,2004-12-29T00:00:00Z,19,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8915,Connecticut,Hartford,2004-12-07T00:00:00Z,,,,6,2,0,Salmonella,,,,,,enterica,,,,,,Newport,,,,,,1,.,.,.,.,.,Private home,,,,,,,Unknown
8917,North Carolina,Guilford,2004-09-14T00:00:00Z,,2004-09-14T00:00:00Z,2004-09-14T00:00:00Z,11,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,>1 commodity
8919,Pennsylvania,York,2004-03-21T00:00:00Z,,2004-03-20T00:00:00Z,2004-03-20T00:00:00Z,30,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8920,Pennsylvania,Dauphin,2004-11-20T00:00:00Z,,2004-11-20T00:00:00Z,2004-11-20T00:00:00Z,10,1,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Unknown,,,,,,,Unknown
8921,Connecticut,Hartford,2005-01-01T00:00:00Z,,2004-12-31T00:00:00Z,2004-12-31T00:00:00Z,9,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8930,New York,New York,2004-06-02T00:00:00Z,,2004-06-02T00:00:00Z,2004-06-02T00:00:00Z,6,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
8931,Colorado,Denver,2004-12-04T00:00:00Z,,2004-12-03T00:00:00Z,2004-12-03T00:00:00Z,9,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Root
